userID,songID,rating,songName,year,artist,genre
1482,345,1.494917871414299,Everywhere I Go,2008,Hollywood Undead,Rock
2034,8,1.494917871414299,Go Places,2007,The New Pornographers,Rock
816,424,1,Colourful,2006,Skream,Electronic
2090,379,1,Spectacular Views,2002,Rilo Kiley,Rock
1335,153,1,Help I'm Alive,2009,Metric,Rock
323,470,1,Cape Cod Kwassa Kwassa (Album),2007,Vampire Weekend,Rock
2306,168,1,Already Gone,2009,Kelly Clarkson,Pop
528,410,1.494917871414299,Goodnight Bad Morning,2008,The Kills,Rock
1947,203,1.9898357428285987,Pull A U,2003,The Kills,Rock
791,651,1,Toxic,2003,Britney Spears,Pop
732,504,1,Genius,2003,Kings Of Leon,Rock
192,425,1.7844262671283984,Year 3000,2006,Jonas Brothers,Pop
333,702,1,Everything Will Be Alright,2004,The Killers,Rock
1239,7,2.279344138542698,Halo,2008,Beyonce,Pop
1302,743,1,The Stars of Track and Field,1996,Belle and Sebastian,Rock
1657,266,1,Velvet Snow,2004,Kings Of Leon,Rock
764,143,1.494917871414299,Tuxedo Hat,2005,Octopus Project,Rock
1760,507,2.389410122329216,Yellow,2000,Coldplay,Rock
2259,632,1,Don't Panic,1999,Coldplay,Electronic
299,212,1,Does He Love You? (Album Version),2004,Rilo Kiley,Rock
1184,272,1,La Petite Mort,2000,Erin McKeown,Folk
1584,330,1,The Time Of Our Lives,2009,Miley Cyrus,Pop
651,299,1.494917871414299,Gardenhead / Leave Me Alone,1992,Neutral Milk Hotel,Rock
1185,386,1,Warning Sign,2002,Coldplay,Rock
1245,417,1,Bring Me To Life,2003,Evanescence,Rock
2051,642,1,Speed Of Sound,2005,Coldplay,Rock
847,105,1,The Mary Martin Show,2000,The New Pornographers,Rock
1524,326,1.9898357428285987,Poster Of A Girl,2005,Metric,Rock
401,179,1,Brothers & Sisters,1999,Coldplay,Rock
1790,297,1,Hurly / Burly,2008,Man Man,Rock
1180,110,1.494917871414299,Mia,2007,Emmy The Great,Folk
34,171,1.7844262671283984,Down To Earth,2009,Justin Bieber,Pop
2184,223,1,When Your Eyes Say It,2000,Britney Spears,Pop
960,685,1,Love Letter To Japan,2009,the bird and the bee,Rock
1022,652,1,July Jones,2003,The New Pornographers,Rock
265,75,1,We Belong Together,2005,Mariah Carey,Pop
363,633,1.494917871414299,My Boy Builds Coffins,2009,Florence + The Machine,Rock
1251,732,1.7844262671283984,Use It,2005,The New Pornographers,Rock
1758,680,1.494917871414299,Ray Gun,2009,the bird and the bee,Pop
1496,689,1,Party In The U.S.A.,2009,Miley Cyrus,Pop
1701,503,2.644081581713018,In The End (Album Version),2000,Linkin Park,Rock
1236,660,1,Cliquot,2007,Beirut,Folk
256,168,2.389410122329216,Already Gone,2009,Kelly Clarkson,Pop
629,221,1.9898357428285987,Livin' On A Prayer,1986,Bon Jovi,Rock
399,173,1,Old Soul Song,2001,Bright Eyes,Rock
323,541,2.149163710298719,Girls Just Wanna Have Fun,2008,Miley Cyrus,Pop
1293,413,3.0229584088766637,What You Know,2010,Two Door Cinema Club,Rock
932,6,1,Combat Rock,2002,Sleater-kinney,Rock
1345,632,1,Don't Panic,1999,Coldplay,Electronic
1779,186,1,Get Me Bodied,2006,Beyonce,RnB
1635,429,1,Haunted,2007,Rihanna,RnB
1104,575,1.494917871414299,Hide & Seek,2009,Imogen Heap,Pop
525,323,1.494917871414299,Disco Heaven,2008,Lady GaGa,Pop
1828,665,1,I'm Done,2008,The Pussycat Dolls,Pop
1796,591,1.494917871414299,That's How You Like It,2003,Beyonce feat. Jay-Z,RnB
399,399,1,Call Me Up,2007,Chromeo,Electronic
305,706,1,Without Me,2002,Eminem,Rap
2120,7,1,Halo,2008,Beyonce,Pop
581,504,1.9898357428285987,Genius,2003,Kings Of Leon,Rock
2012,146,2.279344138542698,LDN (Switch Remix),2009,Lily Allen,Pop
1354,473,1,Hailie's Song,2002,Eminem,Rap
1594,226,1,Tron,2008,Foals,Rock
484,733,1.7844262671283984,Some Kind Of Miracle,2003,Kelly Clarkson,Pop
2248,680,1,Ray Gun,2009,the bird and the bee,Pop
1997,384,1,Red Socks Pugie,2008,Foals,Rock
275,647,1.494917871414299,Kitty Kat,2006,Beyonce,RnB
2307,658,1,Hey Mama,2005,Kanye West,Rap
242,16,1,Pogo,2007,Digitalism,Electronic
24,771,1.494917871414299,All I Do Is Win (feat. T-Pain_ Ludacris_ Snoop Dogg & Rick Ross),2010,DJ Khaled,Rap
1285,720,1,Trani,2003,Kings Of Leon,Rock
470,93,2.149163710298719,Clocks,2002,Coldplay,Rock
1122,188,1,A Better Son/Daughter,2002,Rilo Kiley,Rock
1718,363,1.9898357428285987,Hovering,2008,Miley Cyrus,Pop
6,204,1.494917871414299,U Smile,2010,Justin Bieber,Pop
54,88,1,Crying At The Aquarium,2002,Octopus Project,Rock
718,562,1,Alejandro,2009,Lady GaGa,Pop
806,537,1.494917871414299,Better To Reign In Hell,2003,Cradle Of Filth,Rock
2201,584,1,Bubble Toes,2000,Jack Johnson,Rock
881,753,1.9898357428285987,Bitter Sweet Symphony,1997,The Verve,Pop
353,455,1.494917871414299,My Name Is,1999,Eminem,Rap
337,744,1.9898357428285987,Balloons (Single version),2007,Foals,Rock
25,614,1.494917871414299,As I Am,2007,Miley Cyrus,Pop
1136,80,1.9898357428285987,Tim McGraw,2006,Taylor Swift,Country
1402,36,1.7844262671283984,I Miss You,2007,Miley Cyrus,Pop
2384,578,1,Celebration,2005,Kanye West,Rap
656,426,1,Float On,2003,Modest Mouse,Rock
515,76,1.7844262671283984,Magic,2008,The Pussycat Dolls,Pop
1218,52,1,Man Who Make You Sick,2004,Man Man,Rock
1392,774,1,We Are Nowhere and It's Now,2003,Bright Eyes,Rock
2246,548,1,Stagger,2006,Skream,Electronic
1535,766,1,The Police And The Private,2005,Metric,Rock
2156,486,1,Happy Alone,2003,Kings Of Leon,Rock
2049,493,1,Only Superstition,1999,Coldplay,Rock
1410,599,1,I Wanna Be Your Joey Ramone,1996,Sleater-kinney,Rock
1061,734,1.494917871414299,Naomi,1996,Neutral Milk Hotel,Rock
1720,388,1,The Akara,2009,Beirut,Rock
484,745,2.389410122329216,Wake Up Alone,2006,Amy Winehouse,RnB
1505,203,1,Pull A U,2003,The Kills,Rock
605,55,2.279344138542698,Luvstruck,1999,Southside Spinners,Electronic
1054,670,1,I GOT THIS DOWN,2007,Simian Mobile Disco,Electronic
125,676,1.494917871414299,Mount Wroclai (Idle Days),2005,Beirut,Rock
1041,227,1,All The Pretty Faces,2006,The Killers,Rock
2327,135,1,Breakin',2008,The All-American Rejects,Rock
247,433,1,Where The White Boys Dance,2006,The Killers,Rock
1801,9,1.7844262671283984,I'm Still Breathing,2008,Katy Perry,Pop
436,465,1,Spell,2004,Nick Cave & The Bad Seeds,Rock
55,406,1,Two Headed Boy,2009,Neutral Milk Hotel,Rock
1200,334,1,Too Far Gone,2001,The All-American Rejects,Rock
228,370,1,Top Drawer,2008,Man Man,Rock
528,418,2.149163710298719,Happy Endings,2003,The All-American Rejects,Rock
1304,751,2.149163710298719,Electric Feel,2007,MGMT,Rock
1245,630,1.9898357428285987,Marry Me,2009,Train,Pop
2258,192,2.149163710298719,Far Away (Album Version),2006,Nickelback,Rock
816,343,1.494917871414299,On Repeat,2005,LCD Soundsystem,Electronic
694,7,1.9898357428285987,Halo,2008,Beyonce,Pop
1620,5,1,Full Circle,2008,Miley Cyrus,Pop
1199,10,1.7844262671283984,Harder Better Faster Stronger,2007,Daft Punk,Electronic
2206,480,1,G4L,2009,Rihanna,RnB
1939,243,1,What It's Like To Be Me,2001,Britney Spears,Pop
385,635,2.389410122329216,Make Love To Your Mind,1975,Bill Withers,RnB
2049,155,1,22,2009,Lily Allen,Pop
1342,65,1,Stronger,2007,Kanye West,Rap
1380,189,1.494917871414299,Such A Rush,1998,Coldplay,Rock
1632,494,1,Sweet Talk,2007,The Killers,Rock
482,321,1,What's In The Middle,2009,the bird and the bee,Rock
2390,568,1,Aló,2003,Plastilina Mosh,Rock
681,651,1,Toxic,2003,Britney Spears,Pop
333,506,1.7844262671283984,The Driveway,2008,Miley Cyrus,Pop
2290,302,1,The Last Time,2005,Rihanna,RnB
1036,651,2.149163710298719,Toxic,2003,Britney Spears,Pop
1811,203,1,Pull A U,2003,The Kills,Rock
40,263,1,That Should Be Me,2010,Justin Bieber,Pop
477,227,1.7844262671283984,All The Pretty Faces,2006,The Killers,Rock
1483,740,2.279344138542698,Real World,2008,The All-American Rejects,Rock
348,559,1,Tape Song,2008,The Kills,Rock
319,512,1,Shake A Tail Feather,2005,The Cheetah Girls,Pop
1113,656,1,Late,2005,Kanye West,Rap
750,262,1.494917871414299,Life In Technicolor ii,2008,Coldplay,Rock
1359,123,1,Music Now,2006,Frightened Rabbit,Rock
698,630,1,Marry Me,2009,Train,Pop
1579,286,1,Who Let You Go?,2007,The Killers,Rock
1873,749,1,Got Me Going Crazy,2008,Jonas Brothers,Pop
1076,10,1.9898357428285987,Harder Better Faster Stronger,2007,Daft Punk,Electronic
2337,794,1,The Jessica Numbers,2005,The New Pornographers,Rock
629,716,1.7844262671283984,Time To Pretend,2005,MGMT,Rock
634,168,1.494917871414299,Already Gone,2009,Kelly Clarkson,Pop
2393,725,1,Letter From An Occupant,2000,The New Pornographers,Rock
1411,209,1,Goodnight And Goodbye,2007,Jonas Brothers,Pop
1300,680,1.494917871414299,Ray Gun,2009,the bird and the bee,Pop
1889,257,1.494917871414299,I Hate The Way You Love,2005,The Kills,Rock
1341,177,1.494917871414299,Top Of The World,2005,The All-American Rejects,Rock
2004,715,1,Amy Amy Amy / Outro,2003,Amy Winehouse,RnB
2101,282,1,Final Goodbye,2006,Rihanna,RnB
236,108,1,Waking Up In Vegas (Calvin Harris Remix Edit),2009,Katy Perry,Pop
2045,507,1,Yellow,2000,Coldplay,Rock
1483,556,1.9898357428285987,Obsessed,2009,Miley Cyrus,Pop
1562,209,1.494917871414299,Goodnight And Goodbye,2007,Jonas Brothers,Pop
690,727,1,Human,2008,The Killers,Rock
662,626,1,Birds and the Bees,2007,the bird and the bee,Rock
2111,643,2.149163710298719,The Climb,2009,Miley Cyrus,Pop
564,599,1,I Wanna Be Your Joey Ramone,1996,Sleater-kinney,Rock
2372,110,2.279344138542698,Mia,2007,Emmy The Great,Folk
1664,309,1,Poke,2008,Frightened Rabbit,Rock
1209,267,1,Elevator,2008,The Pussycat Dolls,Pop
967,496,1,Milkshake,2007,Holy Fuck,Electronic
646,242,1,Billy Liar,2003,The Decemberists,Rock
1229,346,1,Check On It,2005,Beyonce feat. Slim Thug,Pop
1667,280,1,Bling (Confession Of A King),2006,The Killers,Rock
150,498,1.494917871414299,Creep (Explicit),1993,Radiohead,Rock
729,197,1,(I Got That) Boom Boom,2003,Britney Spears featuring Ying Yang Twins,Pop
277,596,1,Shiver,2000,Coldplay,Rock
2304,681,1.494917871414299,Bruise,2005,Octopus Project,Rock
1588,736,2.568852534256797,I Gotta Feeling,2009,Black Eyed Peas,Pop
1663,101,1,The Invisible Man,1985,Michael Cretu,Electronic
2350,643,1,The Climb,2009,Miley Cyrus,Pop
1301,702,1.494917871414299,Everything Will Be Alright,2004,The Killers,Rock
1906,596,1,Shiver,2000,Coldplay,Rock
1215,160,1,Feel The Love,2008,Cut Copy,Electronic
1827,33,1,Rhineland (Heartland),2005,Beirut,Rock
4,659,1,Can't Take It,2005,The All-American Rejects,Rock
1153,144,1,One I Love,2002,Coldplay,Rock
429,192,1,Far Away (Album Version),2006,Nickelback,Rock
257,520,1.494917871414299,Swing Life Away,2003,Rise Against,Rock
418,298,1.494917871414299,All Of The Champs That Ever Lived,2005,Octopus Project,Rock
607,76,1.7844262671283984,Magic,2008,The Pussycat Dolls,Pop
1006,797,1,The Adjustor,2005,Octopus Project,Rock
1526,257,1,I Hate The Way You Love,2005,The Kills,Rock
39,603,1,Birthday,2008,the bird and the bee,Pop
1923,439,2.568852534256797,Secrets,2009,OneRepublic,Rock
88,771,1,All I Do Is Win (feat. T-Pain_ Ludacris_ Snoop Dogg & Rick Ross),2010,DJ Khaled,Rap
2215,507,2.389410122329216,Yellow,2000,Coldplay,Rock
1048,530,1,Something About Us,2001,Daft Punk,Electronic
655,130,1,Paper Gangsta,2008,Lady GaGa,Pop
494,621,1.494917871414299,Prenzlauerberg,2006,Beirut,Rock
1632,342,1,Do You Remember,2005,Jack Johnson,Rock
602,770,1.7844262671283984,Hero,2001,Enrique Iglesias,Pop
535,406,1.494917871414299,Two Headed Boy,2009,Neutral Milk Hotel,Rock
558,748,1.7844262671283984,Joe's Head,2003,Kings Of Leon,Rock
2003,263,2.484753614242898,That Should Be Me,2010,Justin Bieber,Pop
2120,600,1.7844262671283984,Revelry,2008,Kings Of Leon,Rock
2402,687,1.494917871414299,Hello,2006,Flying Lotus,Electronic
1198,637,1.9898357428285987,Invalid,2002,Tub Ring,Rock
701,753,1.494917871414299,Bitter Sweet Symphony,1997,The Verve,Pop
170,475,1,For Beginners,2009,M Ward,Rock
198,420,1,So Says I,2003,The Shins,Rock
1350,754,1,The Bat's Mouth,2008,Bat For Lashes,Rock
1828,478,1,The Runner,2007,Kings Of Leon,Rock
2298,230,1,Kut-Off,2006,Skream,Electronic
1252,222,2.484753614242898,She's Good For Business,2006,MSTRKRFT,Rock
302,346,1.494917871414299,Check On It,2005,Beyonce feat. Slim Thug,Pop
265,506,1,The Driveway,2008,Miley Cyrus,Pop
1918,57,1,Willing To Wait,2005,Rihanna,RnB
1956,435,1,Clock,2007,Simian Mobile Disco,Electronic
172,458,1.494917871414299,We Are The Sleepyheads,2006,Belle & Sebastian,Rock
297,209,1,Goodnight And Goodbye,2007,Jonas Brothers,Pop
2344,317,1.494917871414299,Everything Is,1995,Neutral Milk Hotel,Rock
433,448,2.279344138542698,Représente,1999,Alliance Ethnik,Rap
1073,237,1,Ballad Of A Comeback Kid,2003,The New Pornographers,Rock
1036,181,1.9898357428285987,Hey There Delilah,2005,Plain White T's,Rock
2242,790,2.644081581713018,A Beggar On A Beach Of Gold,1995,Mike And The Mechanics,Rock
1177,290,2.568852534256797,Homecoming,2007,Kanye West,Pop
1095,174,1,From Blown Speakers,2003,The New Pornographers,Rock
2176,543,1,Girl With a Problem,1990,The Northern Pikes,Rock
1961,180,1,Kids Of The Future,2007,Jonas Brothers,Pop
1828,783,1.494917871414299,Just Friends,2006,Amy Winehouse,RnB
1323,241,1,Everyone's At It,2009,Lily Allen,Pop
124,448,1,Représente,1999,Alliance Ethnik,Rap
155,393,1.494917871414299,Again Again,2008,Lady GaGa,Pop
893,651,1,Toxic,2003,Britney Spears,Pop
1967,110,1.494917871414299,Mia,2007,Emmy The Great,Folk
107,116,1,Blank Expression,2006,Lily Allen,Pop
1456,332,1.7844262671283984,How You Remind Me,2000,Nickelback,Rock
2040,153,1,Help I'm Alive,2009,Metric,Rock
2211,396,1,In My Place,2001,Coldplay,Rock
178,671,1.9898357428285987,The Way Things Go,2002,Octopus Project,Rock
148,52,1,Man Who Make You Sick,2004,Man Man,Rock
963,440,1,These Are The Fables,2005,The New Pornographers,Rock
1100,508,1.494917871414299,Rhode Island Is Famous For You,2007,Erin McKeown,Folk
684,98,1.7844262671283984,Leslie Anne Levine,2002,The Decemberists,Rock
1604,721,1,Milk,2004,Kings Of Leon,Country
1420,555,2.149163710298719,Promise Me,1990,Beverley Craven,Pop
1619,356,1.494917871414299,The Fake Headlines,2000,The New Pornographers,Rock
323,717,1.7844262671283984,Careful Where You Stand,2000,Coldplay,Rock
581,701,1,16 Candles,1988,The Crests,Rock
324,331,1,Still On My Brain,2002,Justin Timberlake,RnB
2053,579,1,Sleepyhead,2008,Passion Pit,Rock
2180,134,1,Hold The Ladder,2005,Octopus Project,Rock
528,46,1,Be Less Rude,2006,Frightened Rabbit,Rock
579,768,1,Joy Ride,2008,The Killers,Rock
1148,645,1,Drive,1999,Incubus,Rock
451,35,1,Imma Be,2009,Black Eyed Peas,Rap
217,384,1,Red Socks Pugie,2008,Foals,Rock
2376,26,1.494917871414299,Undo,2001,Bjork,Rock
467,657,1,Kissy Kissy,2003,The Kills,Rock
1903,124,1.494917871414299,Fast As I Can,2000,Erin McKeown,Folk
1748,660,1,Cliquot,2007,Beirut,Folk
1184,603,1,Birthday,2008,the bird and the bee,Pop
20,572,1.494917871414299,Know You Now,2003,Amy Winehouse,RnB
1664,559,1,Tape Song,2008,The Kills,Rock
438,179,1.494917871414299,Brothers & Sisters,1999,Coldplay,Rock
87,489,1.494917871414299,In Person,2008,The Pussycat Dolls,Pop
787,789,1,Trouble,2000,Coldplay,Rock
2041,15,1,One Man Show,2008,Jonas Brothers,Pop
1749,422,1,Postcards From Italy,2005,Beirut,Rock
1313,774,1,We Are Nowhere and It's Now,2003,Bright Eyes,Rock
1749,100,1,Learn To Fly,1999,Foo Fighters,Rock
2170,679,1.494917871414299,Talk Is Cheap,2009,Miley Cyrus,Pop
376,241,1,Everyone's At It,2009,Lily Allen,Pop
2038,456,1,Camel,2008,Flying Lotus,Electronic
2325,540,1.7844262671283984,If It Means A Lot To You,2009,A Day To Remember,Rock
336,365,1,M79 (Album),2007,Vampire Weekend,Rock
1064,427,1.494917871414299,I Kissed A Girl,2008,Katy Perry,Pop
1528,437,1.494917871414299,October Song,2003,Amy Winehouse,RnB
1792,643,1,The Climb,2009,Miley Cyrus,Pop
1507,632,1,Don't Panic,1999,Coldplay,Electronic
361,698,1.494917871414299,Use Somebody,2008,Kings Of Leon,Rock
1522,614,1.494917871414299,As I Am,2007,Miley Cyrus,Pop
445,740,1,Real World,2008,The All-American Rejects,Rock
1790,404,1,Rabbit Habits,2008,Man Man,Rock
1830,197,1,(I Got That) Boom Boom,2003,Britney Spears featuring Ying Yang Twins,Pop
94,521,1,I Want I Want,2007,Digitalism,Electronic
805,665,1,I'm Done,2008,The Pussycat Dolls,Pop
1511,570,1,Boys Boys Boys,2008,Lady GaGa,Rap
1241,633,1.494917871414299,My Boy Builds Coffins,2009,Florence + The Machine,Rock
1265,54,2.389410122329216,You're The One,1990,Dwight Yoakam,Country
1238,590,1.7844262671283984,Breakout,2008,Miley Cyrus,Pop
1369,247,1.7844262671283984,Elephant Gun,2006,Beirut,Rock
1946,612,1,Read My Mind,2006,The Killers,Rock
1618,391,1.494917871414299,The Maestro,1992,Beastie Boys,Rap
1100,685,1,Love Letter To Japan,2009,the bird and the bee,Rock
765,107,1,Cold Desert,2008,Kings Of Leon,Rock
1442,496,1,Milkshake,2007,Holy Fuck,Electronic
2218,476,1.494917871414299,Hotdog,2007,Simian Mobile Disco,Electronic
936,289,1.9898357428285987,You're A Cad,2009,the bird and the bee,Pop
13,507,1,Yellow,2000,Coldplay,Rock
1215,75,1,We Belong Together,2005,Mariah Carey,Pop
1285,20,1.494917871414299,Lemme Get That,2007,Rihanna,RnB
1998,730,1.494917871414299,Lovebug,2008,Jonas Brothers,Pop
218,409,1.494917871414299,Monkey 23,2003,The Kills,Rock
1063,611,1.7844262671283984,A Dustland Fairytale,2008,The Killers,Rock
454,79,1,Love In 2 Parts,2000,Erin McKeown,Folk
2075,600,1,Revelry,2008,Kings Of Leon,Rock
1514,512,1,Shake A Tail Feather,2005,The Cheetah Girls,Pop
1388,544,1.494917871414299,A Rush Of Blood To The Head,2002,Coldplay,Rock
1802,2,1,Back Against The Wall,2008,Cage The Elephant,Rock
1667,422,1.494917871414299,Postcards From Italy,2005,Beirut,Rock
1240,76,1,Magic,2008,The Pussycat Dolls,Pop
2133,213,1.494917871414299,Camaro,2007,Kings Of Leon,Rock
1147,54,1,You're The One,1990,Dwight Yoakam,Country
